DAYS_BIRTH,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,ZIP_CODE,NAME_EDUCATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,TARGET
-19274,M,165559.37052631474,516817.20901286404,10003,Higher education,0.9106095496429052,0.28672692293351754,0.8396495200281476,0
-9915,M,185865.92693492814,480829.18390588707,10002,Higher education,0.7935422756669933,0.6777371467749372,0.7784672759772122,0
-19655,F,80791.02923116046,253693.2723044708,10001,Higher education,0.5112742066556976,0.2460736512382915,0.4001040345769321,1
-11556,F,239418.02335465673,841116.914755333,10003,Secondary,0.3653546430151413,0.3842897465472861,0.6644883096645599,0
-14998,M,177815.27388416827,833511.7944080778,10002,Higher education,0.44816582759972745,0.8969133740898028,0.3944454822947818,1
-8591,F,180104.4278752673,308837.9956227429,10002,Secondary,0.9018811753051104,0.5903325525913774,0.5713138383162337,0
-19451,F,181396.74676753135,395845.79377330624,10001,Secondary,0.18464344776353847,0.09497726659984429,0.9912152946251193,0
-16051,M,134320.00879178356,658592.137738464,10002,Incomplete higher,0.806783521123471,0.32969753144637093,0.5355744672355747,0
-22372,M,196720.25206250502,488804.96365183213,10001,Higher education,0.018190632827155384,0.6272651651173761,0.9885747328305068,0
-19434,M,154516.7950780126,168461.41094477932,10001,Incomplete higher,0.920571993142085,0.48149763715467786,0.7471991062647436,0
-9987,F,123107.94994348029,195812.30074770408,10003,Incomplete higher,0.5002972796462057,0.6603393167515906,0.12072229026313974,0
-21982,M,204224.5802013531,225740.62143193983,10001,Higher education,0.2267478263411722,0.7614414176803406,0.7959661686003467,0
-15703,M,273700.9464732137,1357472.550538379,10003,Incomplete higher,0.002856502817182416,0.4806151202047081,0.16128564146981517,1
-11415,F,215091.03754783803,455021.5185533125,10002,Secondary,0.5595464687447742,0.9869516863019383,0.5323286083866127,0
-7776,M,257791.00091400405,1210115.0477038778,10002,Higher education,0.24448787055983812,0.9146738756739003,0.613245234465619,0
-23808,M,138968.58657425456,692556.2190983586,10001,Higher education,0.6312643360108433,0.0599074060686563,0.8922304552193602,0
-24931,M,77654.13721157557,263974.7471788013,10001,Higher education,0.2811692814520472,0.2664311377502183,0.21042421025711477,1
-7892,F,267951.7245243011,303531.7640029784,10003,Secondary,0.0880240291902269,0.30054351230978404,0.8759420723638627,0
-8210,F,300750.5599125824,398905.47400477744,10002,Secondary,0.5050516298435593,0.1842903566700106,0.9344937759583011,0
-23611,M,255163.60684104398,746699.6081070295,10003,Secondary,0.5644857362881444,0.31201650305048023,0.0894873512595683,0
-9549,M,172226.62163524996,452041.15598138736,10003,Higher education,0.45259002553955074,0.42482063293546024,0.8852851180120224,0
-24582,F,93247.08523348134,319344.1528288196,10003,Incomplete higher,0.4580355543297814,0.05155097899245775,0.259180048607747,1
-10704,M,123696.25278978018,340831.57121497305,10003,Incomplete higher,0.5896501279000154,0.12730023613241448,0.08100094938213753,1
-25269,M,72617.64481593994,343939.48830069567,10003,Secondary,0.5263535094101535,0.09624587879348379,0.9585743559183243,1
-10190,M,185874.30248790994,583451.7889481892,10003,Secondary,0.13256753886265815,0.04631693914665058,0.39220348724959087,0
-19288,F,246087.05153344455,928955.0556822506,10001,Secondary,0.19708564648503235,0.48149702030161845,0.6229835051369697,0
-24492,F,144573.9209737737,663007.4848184468,10001,Secondary,0.14179104142905008,0.33380308322614505,0.5528731197953152,0
-14826,M,202973.2509502063,322217.49939429085,10003,Incomplete higher,0.6932955822197459,0.9354472296497113,0.21318192465983243,1
-20372,F,231194.55565694586,443648.16076868726,10003,Incomplete higher,0.528598412166966,0.1027605354417378,0.6695657281670652,0
-18570,M,153696.04891538288,219673.86527437324,10001,Secondary,0.42985512353092825,0.9260353357356722,0.04611498900726496,0
-16350,M,304877.2867453324,475167.5918760411,10003,Secondary,0.7983389952728493,0.08654561739945921,0.20309492631199333,1
-24321,F,252966.5198416203,771632.8488094808,10001,Secondary,0.3257946597608051,0.6192173466044351,0.9446637509339445,0
-17083,M,172429.95490678257,393953.6554697972,10002,Secondary,0.568106663090961,0.24773033737632033,0.9535075245907666,0
-23261,F,124161.65615227772,334329.0185294935,10003,Incomplete higher,0.07440760149019843,0.8268056464938748,0.4826551918134535,1
-24311,M,206109.1696656729,1016109.8234098358,10001,Higher education,0.7444040838251119,0.06147482703996987,0.16907173891377858,1
-20180,F,140428.56989250847,228451.6397202015,10001,Higher education,0.6951924448155898,0.9525081557696253,0.4216200610349533,0
-9380,M,119356.23147445996,377553.3942998885,10003,Higher education,0.802379629296882,0.04725720033290015,0.8770708332918993,0
-25425,F,214355.1682003629,299129.34048712096,10003,Secondary,0.8844759580165537,0.24111326830133384,0.0702740544360414,1
-13046,M,263682.5262693155,599610.1762248467,10002,Secondary,0.7580282672954186,0.46418472606739003,0.12786857716351363,0
-10152,F,184399.4528866719,573501.4197232008,10003,Secondary,0.8444898901272938,0.7560578865662154,0.8956528458560608,0
-18912,M,102492.69286891054,490584.04006565415,10001,Higher education,0.34565459896172457,0.951112717543369,0.41538340069274504,0
-18980,F,94897.3929347481,243403.54590395317,10003,Incomplete higher,0.3433373620149397,0.428042431294376,0.08345860514237624,0
-22301,M,176982.50223504312,222931.9002665714,10001,Higher education,0.9443008198998163,0.7573100938178727,0.13920907717398157,0
-16440,F,137486.5440970274,350954.44822407584,10003,Secondary,0.9145745363262048,0.7271625544452387,0.8824481779607937,0
-17955,M,158411.85536148437,250760.37565252924,10002,Higher education,0.5484973411052225,0.5711688952909065,0.4901033716245117,1
-11945,M,254189.17330750596,488032.65199496783,10002,Secondary,0.36655878527264585,0.6909191761008197,0.16299430786124447,1
-13435,F,211441.13980568913,734200.2832665462,10002,Secondary,0.8660015302588003,0.03806668306617789,0.8940597549281154,1
-19256,M,257406.96141868772,326828.45152504713,10001,Secondary,0.3234111324273662,0.4415774008975135,0.8452788891787573,0
-19793,M,117488.20507771321,335886.4449928716,10003,Secondary,0.15363508289444439,0.7858606940600303,0.023023350788303976,0
-12955,F,151176.03920533063,519719.99368895584,10002,Incomplete higher,0.63949267500548,0.47422114500273094,0.5809901077494719,0
-23581,F,192004.6655721075,515999.78375334013,10003,Higher education,0.04262180973296692,0.8735045842269484,0.24433665038070773,0
-14565,M,212474.36608920456,228729.80298671243,10003,Secondary,0.379101906166488,0.8336378765647102,0.5331358119805644,0
-8275,F,269521.41425771057,1331995.6976609495,10003,Secondary,0.807663815694622,0.8634460301723657,0.27926833220533065,1
-21080,F,179404.80739130822,442854.14151147247,10001,Secondary,0.29521619569283475,0.12999668562819944,0.31587628089197106,0
-15325,M,296524.9635468614,1219995.251442081,10003,Secondary,0.9313154790735333,0.2441411245660705,0.6018525324325804,0
-15994,F,195537.00521671397,450240.76458336454,10003,Secondary,0.9558246666166373,0.02959727321213035,0.5388591777677273,1
-16344,F,223599.50307669397,648453.5463440185,10002,Higher education,0.8158163007651189,0.9828007268630552,0.3951923977808073,1
-15559,F,148476.72508087385,379187.9629523449,10002,Secondary,0.9876433189920627,0.23613813941676198,0.10756797182901556,0
-18031,M,179446.54629787765,425316.47312601825,10002,Incomplete higher,0.5307641115114377,0.36709333448224224,0.9694238985796158,0
-11881,F,224839.65803092267,244491.88274652936,10003,Secondary,0.5691995521389716,0.2749264472284362,0.17460555047005122,0
-20938,M,266537.1203990852,650372.8966355547,10001,Secondary,0.8361668152704784,0.03979362284541732,0.6331172449563899,0
-13177,M,232919.55750042247,1061638.0173600768,10002,Secondary,0.4928052557880904,0.2612580096101085,0.0827447627040645,1
-7968,M,191336.26010328365,719725.3777302254,10003,Higher education,0.4067200068330695,0.09819566620770726,0.6883128325456186,0
-9998,F,256168.84154722522,405180.06294308195,10003,Higher education,0.614753591174539,0.39428308638458465,0.09483978338390275,0
-10904,F,46885.604501142865,157752.243483595,10002,Secondary,0.657659510848882,0.9668241183367756,0.22950834150598176,0
-20312,F,83416.67803759167,381124.4155558259,10001,Incomplete higher,0.7508958216961663,0.6982623720638178,0.6469851993780379,0
-9973,F,215505.7201160674,818951.0805316345,10002,Secondary,0.6682006972600854,0.7069007898078813,0.28293519194435346,0
-10046,M,193942.43058070727,309287.28035300045,10003,Incomplete higher,0.7457217952633285,0.4531759332912553,0.5328508151479234,0
-21831,M,206385.33069971064,922816.9180217292,10001,Secondary,0.6745596708887523,0.8113040106894477,0.12450539333740929,0
-25248,M,169100.21985920993,373064.8556367126,10001,Higher education,0.48044523850017884,0.9082841669175588,0.20240053926620294,1
-13406,M,222540.16167816997,626740.8759560443,10002,Higher education,0.13493458433647032,0.9615500060838208,0.7337759082546165,0
-8180,F,130081.95374450392,403848.6662600606,10003,Higher education,0.7854432289352584,0.09899022274641855,0.03513886028223279,1
-15495,F,198196.21531523456,872464.9756687138,10002,Secondary,0.030779151387683057,0.8796440086464777,0.11180020985705164,0
-21110,M,230382.5089449875,1088886.7972812813,10003,Secondary,0.9925000917613396,0.22508288357586081,0.21495601861063962,1
-22478,M,239945.12409337092,1132207.8245942285,10001,Higher education,0.8284584899396799,0.3972669019908339,0.020190559104281025,1
-11952,M,316836.8519199231,326917.5629434959,10003,Incomplete higher,0.670910607981305,0.3454771947120263,0.0953786985061853,1
-11263,M,206361.457082248,967330.4616932957,10002,Higher education,0.9666067718544533,0.6751300400867949,0.28139147763622985,0
-11585,F,188747.7013713019,229809.3606407256,10002,Secondary,0.6124702814562093,0.5979245402337916,0.09291745158314235,0
-16031,F,81544.3473740633,168233.70495164747,10002,Secondary,0.056432880744348046,0.10910487476803599,0.8661194300298664,0
-12170,F,141527.9041637735,433068.5111614857,10003,Higher education,0.5593821740145201,0.7828226295145166,0.06607379051115492,0
-13685,F,158594.70791167568,463049.40577952197,10002,Secondary,0.2772041856569428,0.43964540180149614,0.8609836991782395,0
-17425,M,242603.04441545703,829420.7923551563,10002,Secondary,0.3694775279844368,0.0022218433296467,0.8228600860602662,0
-22259,M,136133.79561654062,397209.13526455953,10003,Higher education,0.4595851558500289,0.4145032668608313,0.10076159456338718,0
-21517,F,198206.3923845085,939003.3227579128,10001,Secondary,0.7746007463887835,0.5163315757471911,0.025191314271911458,1
-20445,F,158306.15860931153,310627.615084294,10001,Secondary,0.5029292143709562,0.06887468520822926,0.04999201489531391,0
-8463,M,184328.13792005111,386369.9843049544,10002,Secondary,0.4746802908250788,0.15113525941620154,0.590378064573757,1
-17417,F,176923.19415581942,828522.7804088233,10003,Higher education,0.30197213774184606,0.993572171490861,0.6703536244885746,0
-8592,F,154683.69932672026,202165.10680932,10002,Secondary,0.539872241852703,0.8711954020224856,0.6206533912462312,0
-19846,F,136583.62884845134,469607.7450868653,10001,Incomplete higher,0.2483908544353156,0.13332741934664782,0.541476851991898,0
-17702,F,70330.48016877328,262117.74759713412,10002,Secondary,0.26099381540822797,0.5803093996962564,0.17468409062948909,1
-12575,F,157168.2042417812,474988.5436047706,10002,Secondary,0.7572587751445204,0.3792432972173432,0.8409538946352715,0
-18626,F,135562.5245041068,512009.8288420814,10003,Higher education,0.34254726450909,0.5437404086999197,0.32755493636024857,0
-25062,M,137351.6874515088,232264.25603083574,10001,Higher education,0.05139967293911185,0.47053519356738727,0.9861781961128854,0
-18436,M,202579.1956829959,893481.4033960178,10001,Secondary,0.3436772858949808,0.048148925025684686,0.3848577978941905,0
-9810,M,235934.64980381497,368082.2978382758,10002,Secondary,0.638572207866619,0.31542031099078305,0.2630048439743654,0
-22377,M,183952.24760713795,478873.6476103099,10001,Secondary,0.8139855866773223,0.12552058202812666,0.8942508137817375,0
-23883,F,203420.27027451716,264655.95666782546,10003,Higher education,0.9619366813923613,0.48896809229074767,0.5674141631910332,0
-21436,F,186838.29451774625,594303.5269914406,10003,Secondary,0.7462204214749759,0.9073167199795433,0.7218504401747398,0
-21997,M,154564.63936528287,568640.7161298993,10001,Higher education,0.42885160941683687,0.9955327725695439,0.4083987833272448,0
-17789,F,137646.6500247307,655870.6700313959,10002,Higher education,0.2991192792049576,0.9442530684824714,0.8869155059435901,0
-24550,M,184201.9925895429,728950.7945000068,10001,Higher education,0.1296299901708894,0.98569712497481,0.9177252129843273,0
-9912,M,230242.2469739802,728581.2522882906,10003,Higher education,0.6276864344461144,0.01524631578035518,0.4367689311169147,0
-7778,M,288990.66314811335,1367061.104169194,10002,Higher education,0.5098833141090063,0.7294469784440278,0.24072383536876052,1
-20100,M,244282.23385768657,711776.7120834207,10003,Secondary,0.6777015164441412,0.27294881017653627,0.647671384433488,0
-21838,M,140719.61884475226,456610.2012351249,10001,Secondary,0.2371331564550696,0.865617978269137,0.9545843338205157,0
-24183,F,147070.40238545393,497744.20368872443,10001,Secondary,0.32364416810994556,0.8137334906240424,0.6224464595729413,0
-17361,M,220025.51970056986,580849.528720126,10002,Higher education,0.292095349498639,0.4236745758829541,0.9542224384077365,0
-16537,F,223490.22532686393,973060.9671157885,10003,Higher education,0.7976518421744105,0.4732606751031575,0.34380796497261457,1
-8712,M,256619.65212421917,446698.7921569982,10002,Secondary,0.17122981486334676,0.2650916689925389,0.915079070799875,0
-21824,M,168080.68648981425,541113.7114945026,10001,Incomplete higher,0.6084721170244956,0.28880403622030193,0.11256683241659404,1
-20744,M,101086.44389488168,393118.41001721966,10001,Higher education,0.051355015759106726,0.9811744233604845,0.3588344189376822,0
-23360,F,102454.45753622573,472920.01079738035,10003,Secondary,0.5495275759017196,0.8888528886701745,0.4944712344905442,1
-16442,M,197960.79433045184,897885.5458561677,10002,Secondary,0.06391397575305591,0.19186897211497478,0.6531103382522919,0
-13372,F,189413.53820750752,574862.731206206,10002,Secondary,0.17587659078798734,0.27552467786493295,0.29413924494872645,0
-22675,F,98061.26245232247,350338.15789930255,10001,Higher education,0.1130253020535622,0.10864799306226003,0.9242393004337287,0
-19958,F,161557.37548369254,416325.43134642206,10001,Secondary,0.3467253538834265,0.9888707829796913,0.9034962091941598,0
-7726,F,217025.84411635084,623452.5408586717,10003,Secondary,0.3437314177077291,0.9072098505305477,0.7993366129655624,0
-12958,M,115714.16634205887,535185.3290297216,10002,Incomplete higher,0.8264192807282563,0.5520979869873974,0.11436252499173216,1
-16623,M,247862.4302211929,1170608.6444982134,10003,Higher education,0.2256874513805287,0.6928931039471257,0.07829095113828477,0
-11113,M,167055.86413828688,765392.5410661116,10002,Higher education,0.08638674177397698,0.7479469395906544,0.49813145511934176,0
-14020,F,239779.43874554968,372493.38908319845,10003,Higher education,0.6035117908141298,0.20381122746022495,0.765343755695917,0
-18540,M,146081.78572376224,642808.9531286267,10003,Secondary,0.6874506996000068,0.9346663373311574,0.12323589291126125,0
-14343,M,121865.55407679411,584157.0402658678,10002,Incomplete higher,0.2948236160214538,0.5267427137216166,0.6414374669360187,1
-22561,F,131256.23463797598,320921.33333337685,10001,Incomplete higher,0.6028141163613772,0.0924515375004269,0.527855391102307,1
-13510,M,180847.32350908386,556030.4966683901,10003,Higher education,0.776056568006644,0.3970826078336691,0.7259894197343723,0
-16332,F,143766.68532957966,591798.4552665211,10003,Secondary,0.3475529390761123,0.6016465561765669,0.4353752261662679,0
-19079,F,149071.30141504318,484230.1792704629,10001,Secondary,0.5253538399331118,0.35282319146670316,0.693296597220009,1
-22687,M,189121.31964088924,940676.978307145,10003,Secondary,0.14663327367232004,0.6992044277518311,0.15960867148406388,0
-14857,M,173817.15487963302,490660.3571683658,10002,Higher education,0.023646801070180357,0.8820499804079548,0.21459427323162883,0
-24373,M,163445.1905428042,630207.2004225485,10003,Secondary,0.9813679748108296,0.771892124382132,0.9033340638140044,0
-20790,F,67905.3005000322,283189.85869487014,10003,Higher education,0.29973085053636994,0.6426580200973039,0.32937507529745635,0
-25539,F,169605.34391185304,504813.62767865177,10001,Higher education,0.2789020507218216,0.5121574814116652,0.9855058148365508,1
-9197,F,171622.1685251964,759931.8450338441,10002,Secondary,0.9732451331730877,0.25446348578791333,0.046204597650093215,1
-13994,F,259707.27679535456,827068.563162159,10003,Higher education,0.7282335237631167,0.45494616499743323,0.495875814952907,0
-13987,F,116076.43093650344,307208.2520761082,10003,Secondary,0.5852978879404832,0.2929529071381771,0.32498716444635267,0
-11499,M,75636.41806851502,108258.00396111133,10002,Incomplete higher,0.6993233950933568,0.9340233810897248,0.9959650370509224,0
-14528,M,223030.03348621077,574002.205915671,10003,Secondary,0.7099265666954027,0.907311156986661,0.99003475636462,0
-17316,F,182425.1473369044,717979.0108994829,10002,Secondary,0.7633358802929825,0.15582638330357956,0.23524329185293213,0
-9377,M,128950.19704056493,604150.4543083443,10003,Secondary,0.06718923141991995,0.8226202211942198,0.26725687968213596,0
-12372,M,92541.87054220056,185705.40178291674,10002,Incomplete higher,0.41283141978288795,0.7029146967557403,0.7496722187170469,0
-18980,F,243204.46476467795,588783.9201957515,10001,Higher education,0.29513031783301646,0.9752117205606047,0.8896744313942908,0
-25144,M,243856.25871649358,394033.6667588036,10001,Secondary,0.07056963851700548,0.4633065686001786,0.6636969878549185,0
-16344,F,30000.0,112886.74730747625,10002,Secondary,0.41259899684642876,0.7221743714143831,0.8647089550613632,0
-21119,F,133260.14374668972,645079.5365748135,10001,Higher education,0.6161734854131468,0.5178839201283764,0.06329245539572814,0
-19008,M,274922.047322504,979769.6333887604,10003,Secondary,0.1784976799744188,0.0694004966923557,0.6405284813965936,0
-16644,F,138513.68682915065,480407.86773675634,10002,Incomplete higher,0.3050267438878538,0.0467647497367677,0.7001708891706963,0
-21404,M,144287.1840301769,463733.19787404063,10003,Incomplete higher,0.639170821917154,0.12211144287978581,0.19031906306471247,1
-13504,M,169177.04205069397,229035.76429702315,10003,Higher education,0.5793246575572134,0.2961910638524169,0.7779702093246055,0
-12939,M,117634.01169765026,460891.8583043492,10002,Incomplete higher,0.8687854631732239,0.2591131058118753,0.9442651697013559,0
-12474,M,81445.5464539351,277582.5627208114,10002,Secondary,0.7912309696503834,0.7283266687059001,0.8979664922780658,0
-9026,F,239320.12814637084,872538.9485005066,10002,Secondary,0.9656110522860295,0.7159227349221242,0.24496741791333898,0
-20668,M,67043.21548573059,308079.95864894043,10001,Secondary,0.5971933101133772,0.9713945798493719,0.32399263797218614,0
-11437,M,206222.7332654183,852904.878387945,10002,Secondary,0.6984673664116263,0.31039082544239616,0.49961136894624625,1
-11905,M,245726.59259292882,1013293.1686560467,10003,Incomplete higher,0.8605062588144029,0.938452083780593,0.15836118428056967,0
-19538,F,82540.7275157674,388662.41881221737,10001,Secondary,0.839992444825268,0.6128506034877351,0.9539531631162755,0
-8203,F,123516.83522377153,612611.3643522019,10002,Incomplete higher,0.7187216420262343,0.4953087109901204,0.16159662971082756,0
-18399,M,249884.46567047285,830898.5651887212,10001,Higher education,0.5002562093739751,0.6678413778132158,0.7614229579903359,0
-21940,M,201996.2298294853,289970.9335736338,10001,Secondary,0.2732068882307288,0.7027554515855868,0.3414281511709286,0
-15666,M,145244.25756304752,411988.1878823825,10003,Secondary,0.877215753935406,0.17192902885924144,0.5737207976965968,0
-18656,M,248585.24865998176,1031729.3560122001,10001,Secondary,0.776655442237305,0.7517155035352574,0.047173824394361574,0
-12083,F,241367.56238518588,268135.53860160656,10003,Secondary,0.8379069519584792,0.7251727644669765,0.20501185753732387,0
-9061,F,192988.74963990098,236903.2920341816,10002,Secondary,0.1407893181472042,0.9975322839487789,0.4443912383212123,1
-15677,M,127987.01753666015,162368.3146228736,10002,Secondary,0.3148128781892746,0.9119477806724755,0.6771912172405029,0
-13261,M,161419.08392348338,633431.573622143,10002,Higher education,0.42488503789965115,0.6846602316842915,0.7775619262108797,0
-13342,M,204933.31492150715,615756.2689994533,10003,Higher education,0.8383519723005607,0.7123637130966528,0.030140517763302288,0
-14722,F,157250.74905768916,389288.660835507,10003,Secondary,0.8928866727146555,0.9459856338345852,0.15249021607878965,0
-23413,M,221716.23748175337,315384.293039242,10001,Secondary,0.2848927142552863,0.9671782729841749,0.7297917386892537,0
-24264,F,74547.30176602874,292893.441355352,10003,Incomplete higher,0.6864291672657648,0.8269651972151274,0.8130554258120163,0
-9840,F,88248.53311291785,201566.6426381326,10002,Secondary,0.0778142061525634,0.7673935455071609,0.23657152728578612,1
-14179,M,196748.81740525074,405557.60546273534,10003,Secondary,0.40957327196876114,0.11136582336489109,0.22965304700608058,0
-9605,F,147339.12140381854,531787.6735307811,10003,Higher education,0.4866691077518851,0.8303221914806358,0.08802943947316588,1
-18498,F,127816.91346738777,413621.10101289867,10001,Incomplete higher,0.7656328148991158,0.2531956784557905,0.15029397559700675,1
-21896,F,64063.75075258794,156933.29086143908,10001,Incomplete higher,0.8919722368371205,0.5637842960192129,0.008015891882246162,1
-9950,M,194467.02513334487,693459.6655648494,10003,Secondary,0.3372832358244562,0.4053724704378353,0.5898312397778944,0
-16914,M,177439.64581395016,369941.44787026616,10003,Higher education,0.5277388899419013,0.345607300637241,0.9038913440894318,1
-19109,F,195568.22752101233,817342.4092890953,10003,Secondary,0.6474482223675242,0.31025000146706005,0.14957609953817885,1
-15883,F,169701.26040338035,325364.1200097364,10002,Incomplete higher,0.3286872289468147,0.8554270806574897,0.7514436634410435,0
-13401,F,162458.01145973196,265675.83600616764,10003,Secondary,0.9855382131740444,0.7691361206718442,0.5736586863224966,1
-23752,F,212965.23575455742,879494.8089848958,10001,Secondary,0.8757743795700246,0.5234487524087015,0.9399218926131723,0
-15950,F,93253.51914915821,357307.211310063,10002,Incomplete higher,0.2964028288666166,0.6644804938644568,0.798122522470258,0
-20055,F,187467.38354926507,324422.7871850009,10003,Incomplete higher,0.5079462309990483,0.984527950344009,0.8527290227591285,0
-15650,M,81016.33463509344,118687.55383443876,10003,Higher education,0.23084061324724436,0.3975351357779431,0.6391421523725668,0
-11877,F,124277.01724091796,541051.9691394401,10003,Secondary,0.5145039189033348,0.551100606009575,0.8113361195358699,1
-14420,F,100267.48644494529,411737.7975922313,10002,Secondary,0.6833323448232849,0.5335237125744854,0.3508695034798609,1
-10328,F,220641.63596418445,509468.04522192996,10002,Incomplete higher,0.08552109279298781,0.9359723751517351,0.2090175948372197,0
-24250,F,148819.8810305459,540631.3209702534,10003,Higher education,0.8701172048072717,0.35156241761085916,0.9125199712329644,0
-16115,M,181241.07857532697,271252.7830794831,10002,Secondary,0.5937458684465835,0.9862547502177453,0.7343358780724205,0
-20934,F,99452.01939634436,301159.6738862671,10003,Secondary,0.9896028985770017,0.3046976135731849,0.0907028969380902,1
-9157,F,159270.73589988824,171203.48550021986,10003,Incomplete higher,0.02559150724950321,0.10890703532403212,0.8669095277514538,0
-14933,M,137321.63722881742,352423.282948947,10002,Higher education,0.8314983510982321,0.19137354524205608,0.3489039399784726,0
-19798,F,179836.65937034995,233674.5913354259,10003,Higher education,0.7919630482545476,0.4262213418642181,0.29827779054177683,0
-15698,M,122419.27366535537,355087.9643811446,10003,Secondary,0.13285251204003234,0.6497559498332474,0.6233135672863879,0
-19255,M,254566.99752839564,683951.9205370778,10001,Higher education,0.3353056350834067,0.5168252200240195,0.5685986361064636,0
-8094,M,86777.85578492029,241028.97480322103,10002,Incomplete higher,0.8847962030441727,0.3762781765744445,0.5382567211654883,0
-22325,M,124905.17408851125,147553.6307843656,10001,Secondary,0.5184542950722543,0.5620332657067757,0.2548771834020269,0
-24234,F,237232.73556466942,580381.6710333742,10003,Higher education,0.401281487467239,0.8388062763146682,0.9597737512562198,0
-13213,F,145581.52466567492,586101.8132133717,10002,Secondary,0.9054964322508418,0.8389310276384797,0.9501209238295332,0
-18743,F,90541.33852301183,224149.3431782714,10001,Secondary,0.09334452447706143,0.7262278881822307,0.004162189922499837,1
-21867,F,167449.92912130876,646471.9002173978,10001,Higher education,0.4731227829022564,0.9524484582433425,0.3378276291677085,0
-18323,M,149850.61807111365,371317.0784736781,10001,Incomplete higher,0.6523740979753523,0.5902046674378381,0.04554866406204672,0
-22277,M,123296.45995123836,332032.15934115543,10003,Higher education,0.6085414390150126,0.007657637654089,0.8502487663099076,1
-25405,F,95357.74643674039,310443.67088814423,10001,Secondary,0.26427645440889147,0.29092963281215767,0.8865182382966168,0
-20540,M,334679.45622208697,1607374.3108251062,10001,Secondary,0.5633129045343365,0.3282227044901007,0.5182982836862439,0
-9515,F,161571.0982952027,231925.9059976283,10002,Incomplete higher,0.7085617642859817,0.5473260773033678,0.8396780344607154,0
-22510,F,55511.37183244549,62819.7256346755,10001,Secondary,0.5848854073266984,0.9048894713874821,0.7033603158537919,0
-15896,F,248456.59699873664,852660.4890402536,10003,Incomplete higher,0.6844622259773223,0.8381149635430941,0.49957394292842416,0
-8684,F,213925.77642571751,1026071.1030353251,10002,Secondary,0.25607873938879044,0.23217298530830788,0.36381139898902737,0
-7917,M,146582.58583583546,726887.2899614893,10002,Incomplete higher,0.8328489502717826,0.5193902359440692,0.2662250253265598,0
-8536,M,134874.34218122295,396079.6796798755,10002,Incomplete higher,0.44968953698496983,0.6591486354289616,0.25942913742305196,0
-10554,F,213858.51545239857,614271.4778356438,10002,Secondary,0.9872238441045688,0.9875115406311474,0.5620643842375914,0
-9214,M,178527.31468525564,639101.9149269225,10002,Higher education,0.02328532066693756,0.03130281936030799,0.16680882649034567,1
-16697,F,58911.14654256987,189843.4689659587,10003,Secondary,0.38031537124764336,0.4638773167703196,0.17479187617295588,0
-13855,M,297043.649299644,1050450.9717437262,10002,Secondary,0.18047505230511085,0.9881086540077202,0.010393340327031653,0
-22698,F,132310.48193126247,594867.6227335238,10001,Secondary,0.5556095269940534,0.977205797028095,0.6133280595591237,0
-9536,F,264226.3050641375,1053001.1915052615,10002,Higher education,0.2432050943736127,0.33072651759762917,0.9943441856600521,0
-24563,F,216235.6192974705,646005.9813226947,10003,Secondary,0.7374779465674818,1.6736257934746313e-05,0.8892193754279236,1
-17928,M,119128.00150667655,339211.96137728676,10003,Higher education,0.8818658623375187,0.5867345849523341,0.7056898044271013,0
-16390,M,244093.0705253556,868582.4893571668,10002,Secondary,0.21088435358211088,0.8669388507928906,0.785525297766573,1
-8066,F,139927.69631951916,394991.4186285584,10002,Secondary,0.16067761830179839,0.3242972241778892,0.416852716263746,0
-18898,M,66875.34633742056,189331.95698545803,10001,Higher education,0.8753571857284785,0.9342699648337701,0.29807955491606886,0
-18129,F,139242.45170434477,148324.34667235753,10002,Higher education,0.36127191508850565,0.332702437111263,0.36862828188468355,1
-24781,F,171313.53713750764,290591.70940964826,10001,Higher education,0.43458363495902996,0.6102013199725691,0.08142208173004839,0
-7823,F,151508.68400619345,447564.91886552103,10003,Higher education,0.22096950244353564,0.722046073181635,0.6337951980296325,1
-11436,F,155474.0595105576,667079.1509064102,10003,Incomplete higher,0.42531486805114715,0.3454157644953617,0.17486502221267386,0
-21192,M,238780.20200870594,504998.1658950445,10001,Secondary,0.23130007307799694,0.35220641201928005,0.7628782111600385,0
-14007,F,174973.06066627914,540767.1451946349,10002,Secondary,0.665927440634181,0.46999482968377404,0.1899764622638127,0
-19851,F,114569.90247629324,272658.99211182934,10001,Higher education,0.4988764124800872,0.835223428104575,0.22812402526733655,0
-7925,M,242939.40089764833,344783.474619373,10002,Higher education,0.7880604459629089,0.10085076756222844,0.957305639376168,0
-24425,F,161854.94821775254,782276.3536363771,10003,Higher education,0.31272811606729445,0.6314793853987916,0.10539591202372756,0
-14757,F,30000.0,132560.8644300362,10002,Higher education,0.5055950154590377,0.67734792930926,0.49884253924602984,0
-18786,M,202536.5702681832,266126.9160424298,10003,Secondary,0.25952332297713443,0.5578727599891367,0.0626865074015972,0
-13227,M,211743.59573627825,821384.9682171057,10002,Secondary,0.9344739302466315,0.9358383873756226,0.09039099208220636,1
-12519,F,172570.5487746968,412498.7681268185,10002,Higher education,0.5219356677911031,0.6019907169345468,0.633500362138427,0
-11498,M,247005.06303921493,1229936.8202706105,10003,Secondary,0.17346249631794308,0.6345767510770375,0.6307272630585855,0
